Date,Close
4/18/2018 16:00:00,96.44
4/19/2018 16:00:00,96.11
4/20/2018 16:00:00,95
4/23/2018 16:00:00,95.35
4/24/2018 16:00:00,93.12
4/25/2018 16:00:00,92.31
4/26/2018 16:00:00,94.26
4/27/2018 16:00:00,95.82
4/30/2018 16:00:00,93.52
5/1/2018 16:00:00,95
5/2/2018 16:00:00,93.51
5/3/2018 16:00:00,94.07
5/4/2018 16:00:00,95.16
5/7/2018 16:00:00,96.22
5/8/2018 16:00:00,95.81
5/9/2018 16:00:00,96.94
5/10/2018 16:00:00,97.91
5/11/2018 16:00:00,97.7
5/14/2018 16:00:00,98.03
5/15/2018 16:00:00,97.32
5/16/2018 16:00:00,97.15
5/17/2018 16:00:00,96.18
5/18/2018 16:00:00,96.36
5/21/2018 16:00:00,97.6
5/22/2018 16:00:00,97.5
5/23/2018 16:00:00,98.66
5/24/2018 16:00:00,98.31
5/25/2018 16:00:00,98.36
5/29/2018 16:00:00,98.01
5/30/2018 16:00:00,98.95
5/31/2018 16:00:00,98.95
6/1/2018 16:00:00,100.79
6/4/2018 16:00:00,101.67
6/5/2018 16:00:00,102.19
6/6/2018 16:00:00,102.49
6/7/2018 16:00:00,100.88
6/8/2018 16:00:00,101.63
6/11/2018 16:00:00,101.05
6/12/2018 16:00:00,101.31
6/13/2018 16:00:00,100.85
6/14/2018 16:00:00,101.42
6/15/2018 16:00:00,100.13
6/18/2018 16:00:00,100.86
6/19/2018 16:00:00,100.86
6/20/2018 16:00:00,101.87
6/21/2018 16:00:00,101.14
6/22/2018 16:00:00,100.41
6/25/2018 16:00:00,98.39
6/26/2018 16:00:00,99.08
6/27/2018 16:00:00,97.54
6/28/2018 16:00:00,98.63
6/29/2018 16:00:00,98.61
7/2/2018 16:00:00,100.01
7/3/2018 13:00:00,99.05
7/5/2018 16:00:00,99.76
7/6/2018 16:00:00,101.16
7/9/2018 16:00:00,101.85
7/10/2018 16:00:00,102.12
7/11/2018 16:00:00,101.98
7/12/2018 16:00:00,104.19
7/13/2018 16:00:00,105.43
7/16/2018 16:00:00,104.91
7/17/2018 16:00:00,105.95
7/18/2018 16:00:00,105.12
7/19/2018 16:00:00,104.4
7/20/2018 16:00:00,106.27
7/23/2018 16:00:00,107.97
7/24/2018 16:00:00,107.66
7/25/2018 16:00:00,110.83
7/26/2018 16:00:00,109.62
7/27/2018 16:00:00,107.68
7/30/2018 16:00:00,105.37
7/31/2018 16:00:00,106.08
8/1/2018 16:00:00,106.28
8/2/2018 16:00:00,107.57
8/3/2018 16:00:00,108.04
8/6/2018 16:00:00,108.13
8/7/2018 16:00:00,108.88
8/8/2018 16:00:00,109.49
8/9/2018 16:00:00,109.67
8/10/2018 16:00:00,109
8/13/2018 16:00:00,108.21
8/14/2018 16:00:00,109.56
8/15/2018 16:00:00,107.66
8/16/2018 16:00:00,107.64
8/17/2018 16:00:00,107.58
8/20/2018 16:00:00,106.87
8/21/2018 16:00:00,105.98
8/22/2018 16:00:00,107.06
8/23/2018 16:00:00,107.56
8/24/2018 16:00:00,108.4
8/27/2018 16:00:00,109.6
8/28/2018 16:00:00,110.26
8/29/2018 16:00:00,112.02
8/30/2018 16:00:00,111.95
8/31/2018 16:00:00,112.33
9/4/2018 16:00:00,111.71
