Date,Close
4/18/2018 16:00:00,1527.84
4/19/2018 16:00:00,1556.91
4/20/2018 16:00:00,1527.49
4/23/2018 16:00:00,1517.86
4/24/2018 16:00:00,1460.09
4/25/2018 16:00:00,1460.17
4/26/2018 16:00:00,1517.96
4/27/2018 16:00:00,1572.62
4/30/2018 16:00:00,1566.13
5/1/2018 16:00:00,1582.26
5/2/2018 16:00:00,1569.68
5/3/2018 16:00:00,1572.08
5/4/2018 16:00:00,1580.95
5/7/2018 16:00:00,1600.14
5/8/2018 16:00:00,1592.39
5/9/2018 16:00:00,1608
5/10/2018 16:00:00,1609.08
5/11/2018 16:00:00,1602.91
5/14/2018 16:00:00,1601.54
5/15/2018 16:00:00,1576.12
5/16/2018 16:00:00,1587.28
5/17/2018 16:00:00,1581.76
5/18/2018 16:00:00,1574.37
5/21/2018 16:00:00,1585.46
5/22/2018 16:00:00,1581.4
5/23/2018 16:00:00,1601.86
5/24/2018 16:00:00,1603.07
5/25/2018 16:00:00,1610.15
5/29/2018 16:00:00,1612.87
5/30/2018 16:00:00,1624.89
5/31/2018 16:00:00,1629.62
6/1/2018 16:00:00,1641.54
6/4/2018 16:00:00,1665.27
6/5/2018 16:00:00,1696.35
6/6/2018 16:00:00,1695.75
6/7/2018 16:00:00,1689.3
6/8/2018 16:00:00,1683.99
6/11/2018 16:00:00,1689.12
6/12/2018 16:00:00,1698.75
6/13/2018 16:00:00,1704.86
6/14/2018 16:00:00,1723.86
6/15/2018 16:00:00,1715.97
6/18/2018 16:00:00,1723.79
6/19/2018 16:00:00,1734.78
6/20/2018 16:00:00,1750.08
6/21/2018 16:00:00,1730.22
6/22/2018 16:00:00,1715.67
6/25/2018 16:00:00,1663.15
6/26/2018 16:00:00,1691.09
6/27/2018 16:00:00,1660.51
6/28/2018 16:00:00,1701.45
6/29/2018 16:00:00,1699.8
7/2/2018 16:00:00,1713.78
7/3/2018 13:00:00,1693.96
7/5/2018 16:00:00,1699.73
7/6/2018 16:00:00,1710.63
7/9/2018 16:00:00,1739.02
7/10/2018 16:00:00,1743.07
7/11/2018 16:00:00,1755
7/12/2018 16:00:00,1796.62
7/13/2018 16:00:00,1813.03
7/16/2018 16:00:00,1822.49
7/17/2018 16:00:00,1843.93
7/18/2018 16:00:00,1842.92
7/19/2018 16:00:00,1812.97
7/20/2018 16:00:00,1813.7
7/23/2018 16:00:00,1802
7/24/2018 16:00:00,1829.24
7/25/2018 16:00:00,1863.61
7/26/2018 16:00:00,1808
7/27/2018 16:00:00,1817.27
7/30/2018 16:00:00,1779.22
7/31/2018 16:00:00,1777.44
8/1/2018 16:00:00,1797.17
8/2/2018 16:00:00,1834.33
8/3/2018 16:00:00,1823.29
8/6/2018 16:00:00,1847.75
8/7/2018 16:00:00,1862.48
8/8/2018 16:00:00,1886.52
8/9/2018 16:00:00,1898.52
8/10/2018 16:00:00,1886.3
8/13/2018 16:00:00,1896.2
8/14/2018 16:00:00,1919.65
8/15/2018 16:00:00,1882.62
8/16/2018 16:00:00,1886.52
8/17/2018 16:00:00,1882.22
8/20/2018 16:00:00,1876.71
8/21/2018 16:00:00,1883.42
8/22/2018 16:00:00,1904.9
8/23/2018 16:00:00,1902.9
8/24/2018 16:00:00,1905.39
8/27/2018 16:00:00,1927.68
8/28/2018 16:00:00,1932.82
8/29/2018 16:00:00,1998.1
8/30/2018 16:00:00,2002.38
8/31/2018 16:00:00,2012.71
9/4/2018 16:00:00,2039.51
9/5/2018 16:00:00,1994.82
9/6/2018 16:00:00,1958.31
9/7/2018 16:00:00,1952.07
9/10/2018 16:00:00,1939.01
9/11/2018 16:00:00,1987.15
9/12/2018 16:00:00,1990
9/13/2018 16:00:00,1989.87
9/14/2018 16:00:00,1970.19
9/17/2018 16:00:00,1908.03
9/18/2018 16:00:00,1941.05
9/19/2018 16:00:00,1926.42
9/20/2018 16:00:00,1944.3
9/21/2018 16:00:00,1915.01
9/24/2018 16:00:00,1934.36
9/25/2018 16:00:00,1974.55
9/26/2018 16:00:00,1974.85
9/27/2018 16:00:00,2012.98
9/28/2018 16:00:00,2003
10/1/2018 16:00:00,2004.36
10/2/2018 16:00:00,1971.31
10/3/2018 16:00:00,1952.76
10/4/2018 16:00:00,1909.42
10/5/2018 16:00:00,1889.65
10/8/2018 16:00:00,1864.42
10/9/2018 16:00:00,1870.32
10/10/2018 16:00:00,1755.25
10/11/2018 16:00:00,1719.36
10/12/2018 16:00:00,1788.61
10/15/2018 16:00:00,1760.95
10/16/2018 16:00:00,1819.96
10/17/2018 16:00:00,1831.73
10/18/2018 16:00:00,1770.72
10/19/2018 16:00:00,1764.03
10/22/2018 16:00:00,1789.3
10/23/2018 16:00:00,1768.7
10/24/2018 16:00:00,1664.2
10/25/2018 16:00:00,1782.17
10/26/2018 16:00:00,1642.81
10/29/2018 16:00:00,1538.88
10/30/2018 16:00:00,1530.42
10/31/2018 16:00:00,1598.01
11/1/2018 16:00:00,1665.53
11/2/2018 16:00:00,1665.53
11/5/2018 16:00:00,1627.8
11/6/2018 16:00:00,1642.81
11/7/2018 16:00:00,1755.49
11/8/2018 16:00:00,1754.91
11/9/2018 16:00:00,1712.43
11/12/2018 16:00:00,1636.85
11/13/2018 16:00:00,1631.17
11/14/2018 16:00:00,1599.01
11/15/2018 16:00:00,1619.44
11/16/2018 16:00:00,1593.41
11/19/2018 16:00:00,1512.29
11/20/2018 16:00:00,1495.46
11/21/2018 16:00:00,1516.73
11/23/2018 13:00:00,1502.06
11/26/2018 16:00:00,1581.33
11/27/2018 16:00:00,1581.42
